F1717 Note: Use distance between fixtures as endpoint, NOT distance between test blocks (rotation of the test blocks causes the test to run past the distance between test blocks)

F2077 Note: use distance between test blocks as endpoint
"Time","Sequence","Block","Cycle","Position mm","Load N","Exp_PreLoad Volts"
1.872,1,1,,-22.429499,-3847.9418,-4.8756438
1.876,1,1,,-22.430483,-3866.7545,-4.8745459
1.88,1,1,,-22.43219,-3883.8163,-4.8747069
1.884,1,1,,-22.432462,-3899.4983,-4.8739666
1.888,1,1,,-22.433582,-3910.0185,-4.8748654
1.892,1,1,,-22.433898,-3920.5864,-4.8748052
1.896,1,1,,-22.433621,-3929.7223,-4.8751307
1.9,1,1,,-22.434905,-3937.5961,-4.8737389
1.904,1,1,,-22.434849,-3946.6023,-4.875403
1.908,1,1,,-22.436253,-3954.0678,-4.8751116
1.912,1,1,,-22.436381,-3961.6987,-4.8739767
1.916,1,1,,-22.436235,-3968.361,-4.8744452
1.92,1,1,,-22.437844,-3976.0977,-4.8739481
1.924,1,1,,-22.437269,-3987.6804,-4.8757553
1.928,1,1,,-22.438416,-4000.6518,-4.8753834
1.932,1,1,,-22.438506,-4014.8392,-4.8749703
1.936,1,1,,-22.44078,-4030.4199,-4.8743957
1.94,1,1,,-22.44114,-4050.3189,-4.8748261
1.944,1,1,,-22.442171,-4074.8358,-4.8753065
1.948,1,1,,-22.443569,-4099.0338,-4.873606
1.952,1,1,,-22.44463,-4122.6014,-4.8745847
1.956,1,1,,-22.4446,-4144.4227,-4.8742133
1.96,1,1,,-22.445512,-4164.7241,-4.8743761
1.964,1,1,,-22.446886,-4184.0896,-4.8748058
1.968,1,1,,-22.44764,-4203.5818,-4.8751414
1.972,1,1,,-22.448686,-4221.5258,-4.8752767
1.976,1,1,,-22.449318,-4239.8527,-4.8747867
1.98,1,1,,-22.450862,-4257.594,-4.8736691
1.984,1,1,,-22.451938,-4274.0881,-4.8741454
1.988,1,1,,-22.452978,-4290.6821,-4.875403
1.992,1,1,,-22.452772,-4304.2824,-4.8744404
1.996,1,1,,-22.453583,-4313.7744,-4.8750168
2.,1,1,,-22.45349,-4322.5512,-4.8745441
2.004,1,1,,-22.454873,-4330.9644,-4.8745883
2.008,1,1,,-22.455645,-4340.9288,-4.8741871
2.012,1,1,,-22.45721,-4351.1569,-4.8742682
2.016,1,1,,-22.456211,-4361.1512,-4.8744595
2.02,1,1,,-22.456378,-4369.9607,-4.8736537
2.024,1,1,,-22.456661,-4380.5987,-4.8745447
2.028,1,1,,-22.458491,-4391.8625,-4.8748267
2.032,1,1,,-22.458402,-4406.3434,-4.8745817
2.036,1,1,,-22.459871,-4421.2937,-4.87436
2.04,1,1,,-22.460208,-4435.6614,-4.8747092
2.044,1,1,,-22.459638,-4454.1195,-4.873594
2.048,1,1,,-22.46081,-4475.4714,-4.8739564
2.052,1,1,,-22.463397,-4501.1386,-4.8730248
2.056,1,1,,-22.463367,-4527.3334,-4.8746645
2.06,1,1,,-22.465787,-4554.7783,-4.8741955
2.064,1,1,,-22.467369,-4581.1743,-4.8740482
2.068,1,1,,-22.468195,-4607.1142,-4.8752576
2.072,1,1,,-22.46835,-4629.2201,-4.8727959
2.076,1,1,,-22.468946,-4648.7972,-4.8743254
2.08,1,1,,-22.47153,-4666.923,-4.8754573
2.084,1,1,,-22.471872,-4684.0489,-4.8737484
2.088,1,1,,-22.471023,-4699.631,-4.8743719
2.092,1,1,,-22.473508,-4713.6217,-4.8760206
2.096,1,1,,-22.472298,-4725.0673,-4.8744786
2.1,1,1,,-22.473836,-4734.2181,-4.8742616
2.104,1,1,,-22.475618,-4743.05,-4.8737806
2.108,1,1,,-22.474599,-4749.76,-4.8744833
2.112,1,1,,-22.475219,-4756.777,-4.8743337
2.116,1,1,,-22.476536,-4764.5569,-4.8748046
2.12,1,1,,-22.476164,-4772.3591,-4.8745674
2.124,1,1,,-22.477499,-4781.2134,-4.8746908
2.128,1,1,,-22.477314,-4794.9016,-4.8748523
2.132,1,1,,-22.478348,-4813.5042,-4.8743975
2.136,1,1,,-22.478229,-4833.2602,-4.874205
2.14,1,1,,-22.479853,-4859.1301,-4.8750967
2.144,1,1,,-22.480104,-4884.468,-4.8732048
2.148,1,1,,-22.482434,-4909.6033,-4.8742342
2.152,1,1,,-22.483349,-4935.4762,-4.8740751
2.156,1,1,,-22.484339,-4958.424,-4.8743004
2.16,1,1,,-22.485638,-4981.406,-4.874931
2.164,1,1,,-22.485772,-5002.6119,-4.8748446
2.168,1,1,,-22.486285,-5021.4022,-4.8750174
2.172,1,1,,-22.487405,-5039.8603,-4.8750132
2.176,1,1,,-22.487945,-5058.6477,-4.874596
2.18,1,1,,-22.491247,-5078.9356,-4.8744786
2.184,1,1,,-22.489658,-5095.9527,-4.8737907
2.188,1,1,,-22.490806,-5115.9412,-4.8738664
2.192,1,1,,-22.490999,-5138.6535,-4.8742855
2.196,1,1,,-22.493556,-5160.3541,-4.8755175
2.2,1,1,,-22.493455,-5181.1397,-4.8749775
2.204,1,1,,-22.493285,-5198.133,-4.8749894
2.208,1,1,,-22.494883,-5211.3265,-4.87405
2.212,1,1,,-22.495666,-5222.0106,-4.8736376
2.216,1,1,,-22.495702,-5231.1629,-4.8744047
2.22,1,1,,-22.495267,-5241.5207,-4.8731768
2.224,1,1,,-22.495967,-5254.5279,-4.8754311
2.228,1,1,,-22.496486,-5268.1699,-4.874711
2.232,1,1,,-22.497064,-5283.8162,-4.8756361
2.236,1,1,,-22.499031,-5304.6793,-4.8733366
2.24,1,1,,-22.50003,-5328.6776,-4.8753667
2.244,1,1,,-22.500423,-5352.2065,-4.8745924
2.248,1,1,,-22.501692,-5375.6937,-4.873451
2.252,1,1,,-22.501973,-5400.2777,-4.8736411
2.256,1,1,,-22.502807,-5424.6679,-4.8736441
2.26,1,1,,-22.503567,-5451.405,-4.8745048
2.264,1,1,,-22.505334,-5480.8035,-4.8745561
2.268,1,1,,-22.506568,-5509.7476,-4.8738784
2.272,1,1,,-22.508043,-5537.4324,-4.8741198
2.276,1,1,,-22.509128,-5562.0149,-4.8752517
2.28,1,1,,-22.510276,-5586.8983,-4.8742336
2.284,1,1,,-22.510842,-5609.2799,-4.874934
2.288,1,1,,-22.510809,-5630.3501,-4.8742145
2.292,1,1,,-22.512168,-5649.0198,-4.8750573
2.296,1,1,,-22.512257,-5667.1858,-4.8740023
2.3,1,1,,-22.513002,-5681.5118,-4.8745447
2.304,1,1,,-22.513584,-5693.3045,-4.8749018
2.308,1,1,,-22.513339,-5705.8439,-4.873817
2.312,1,1,,-22.514239,-5714.3241,-4.8740244
2.316,1,1,,-22.514832,-5724.0069,-4.8751795
2.32,1,1,,-22.515518,-5734.7208,-4.8745281
2.324,1,1,,-22.516588,-5747.3093,-4.8738343
2.328,1,1,,-22.515866,-5760.1616,-4.874934
2.332,1,1,,-22.517306,-5772.391,-4.8749399
2.336,1,1,,-22.517479,-5786.3683,-4.8746914
2.34,1,1,,-22.518486,-5805.1959,-4.8743755
2.344,1,1,,-22.519511,-5831.8526,-4.8741353
2.348,1,1,,-22.519389,-5864.4742,-4.8739302
2.352,1,1,,-22.521448,-5897.1241,-4.8734778
2.356,1,1,,-22.522936,-5929.5937,-4.8734033
2.36,1,1,,-22.523925,-5960.3378,-4.875896
2.364,1,1,,-22.525379,-5990.8271,-4.8750329
2.368,1,1,,-22.525692,-6022.5666,-4.8742843
2.372,1,1,,-22.526071,-6051.3631,-4.8745024
2.376,1,1,,-22.526726,-6077.7873,-4.8748475
2.38,1,1,,-22.527534,-6103.3174,-4.8741287
2.384,1,1,,-22.529251,-6129.0994,-4.8733366
2.388,1,1,,-22.531411,-6155.0647,-4.8744839
2.392,1,1,,-22.531557,-6178.2241,-4.8746622
2.396,1,1,,-22.531,-6197.7014,-4.8734212
2.4,1,1,,-22.532669,-6215.6081,-4.8750281
2.404,1,1,,-22.532443,-6230.8237,-4.8748648
2.408,1,1,,-22.534144,-6241.6449,-4.8736989
2.412,1,1,,-22.533503,-6250.2399,-4.8740351
2.416,1,1,,-22.534237,-6258.5175,-4.8743862
2.42,1,1,,-22.53404,-6266.4956,-4.8744076
2.424,1,1,,-22.535554,-6279.0886,-4.8752618
2.428,1,1,,-22.536737,-6296.5348,-4.8747104
2.432,1,1,,-22.536281,-6318.447,-4.8742956
2.436,1,1,,-22.537494,-6338.8899,-4.8740095
2.44,1,1,,-22.538442,-6359.3701,-4.8740786
2.444,1,1,,-22.538483,-6386.8091,-4.87333
2.448,1,1,,-22.540179,-6413.7161,-4.8748213
2.452,1,1,,-22.540632,-6442.3561,-4.8745245
2.456,1,1,,-22.542304,-6474.1373,-4.8746973
2.46,1,1,,-22.542599,-6505.2524,-4.87315
2.464,1,1,,-22.544235,-6538.5461,-4.8746628
2.468,1,1,,-22.545854,-6571.6326,-4.8754513
2.472,1,1,,-22.54746,-6601.572,-4.8738909
2.476,1,1,,-22.545988,-6629.2658,-4.8742414
2.48,1,1,,-22.547725,-6656.3323,-4.8738658
2.484,1,1,,-22.549534,-6683.7519,-4.875142
2.488,1,1,,-22.550041,-6711.4308,-4.8740423
2.492,1,1,,-22.55123,-6740.5492,-4.8744553
2.496,1,1,,-22.550807,-6761.2767,-4.8748654
2.5,1,1,,-22.551731,-6777.0302,-4.8752767
2.504,1,1,,-22.551379,-6791.7183,-4.8750138
2.508,1,1,,-22.553403,-6803.9834,-4.8756033
2.512,1,1,,-22.553933,-6814.8091,-4.8746157
2.516,1,1,,-22.552705,-6825.1044,-4.873203
2.52,1,1,,-22.555483,-6835.2386,-4.8738229
2.524,1,1,,-22.555453,-6849.0371,-4.875142
2.528,1,1,,-22.554037,-6864.4166,-4.8744333
2.532,1,1,,-22.556219,-6884.0981,-4.875043
2.536,1,1,,-22.557268,-6908.0681,-4.8738271
2.54,1,1,,-22.55781,-6934.0646,-4.8749644
2.544,1,1,,-22.558514,-6962.7583,-4.8745286
2.548,1,1,,-22.559497,-6993.7602,-4.8747772
2.552,1,1,,-22.560415,-7026.0406,-4.8743099
2.556,1,1,,-22.56172,-7057.4164,-4.8740715
2.56,1,1,,-22.562117,-7084.0195,-4.8732108
2.564,1,1,,-22.564015,-7109.9818,-4.8755342
2.568,1,1,,-22.564707,-7136.9573,-4.8741776
2.572,1,1,,-22.566682,-7162.9107,-4.875254
2.576,1,1,,-22.565833,-7192.2421,-4.8743647
2.58,1,1,,-22.567651,-7219.6379,-4.8745668
2.584,1,1,,-22.566814,-7246.4943,-4.8743129
2.588,1,1,,-22.568065,-7272.7114,-4.8748767
2.592,1,1,,-22.57036,-7296.6963,-4.873212
2.596,1,1,,-22.571004,-7318.7575,-4.8741353
2.6,1,1,,-22.571314,-7337.4569,-4.8749018
2.604,1,1,,-22.571045,-7350.5253,-4.8738945
2.608,1,1,,-22.572208,-7364.0898,-4.8743945
2.612,1,1,,-22.574014,-7376.2998,-4.8735398
2.616,1,1,,-22.57275,-7387.5606,-4.8754507
2.62,1,1,,-22.574187,-7401.9089,-4.8742199
2.624,1,1,,-22.574672,-7416.7013,-4.873516
2.628,1,1,,-22.57416,-7434.3786,-4.8742205
2.632,1,1,,-22.575739,-7455.2476,-4.8737329
2.636,1,1,,-22.575894,-7480.6258,-4.8741668
2.64,1,1,,-22.577685,-7506.4138,-4.874211
2.644,1,1,,-22.578582,-7533.3104,-4.8745042
2.648,1,1,,-22.579092,-7563.8995,-4.8738402
2.652,1,1,,-22.579268,-7595.3364,-4.8742437
2.656,1,1,,-22.580794,-7627.3695,-4.8746467
2.66,1,1,,-22.581655,-7660.0596,-4.8725355
2.664,1,1,,-22.583944,-7694.7272,-4.8752165
2.668,1,1,,-22.583208,-7730.5406,-4.8737907
2.672,1,1,,-22.58423,-7765.2335,-4.8744059
2.676,1,1,,-22.587073,-7799.2931,-4.8755616
2.68,1,1,,-22.586236,-7830.3263,-4.874208
2.684,1,1,,-22.588358,-7858.3673,-4.8747844
2.688,1,1,,-22.590372,-7885.0359,-4.8749638
2.692,1,1,,-22.589073,-7908.5678,-4.8740137
2.696,1,1,,-22.590968,-7931.1758,-4.874056
2.7,1,1,,-22.591794,-7949.5773,-4.8755175
2.704,1,1,,-22.592596,-7965.4127,-4.8761499
2.708,1,1,,-22.59222,-7975.5321,-4.873938
2.712,1,1,,-22.592667,-7982.561,-4.8748994
2.716,1,1,,-22.59343,-7992.4703,-4.8750091
2.72,1,1,,-22.59388,-8004.348,-4.8746175
2.724,1,1,,-22.593746,-8019.7707,-4.8748577
2.728,1,1,,-22.595275,-8036.6641,-4.8744166
2.732,1,1,,-22.59433,-8057.4632,-4.8745805
2.736,1,1,,-22.595343,-8078.4962,-4.8742968
2.74,1,1,,-22.596512,-8103.2872,-4.874317
2.744,1,1,,-22.59827,-8130.4669,-4.8746896
2.748,1,1,,-22.598356,-8157.3516,-4.8743832
2.752,1,1,,-22.600013,-8184.9024,-4.8735237
2.756,1,1,,-22.600338,-8213.3994,-4.8747498
2.76,1,1,,-22.601545,-8243.6144,-4.8746455
2.764,1,1,,-22.602317,-8277.0362,-4.8742288
2.768,1,1,,-22.603768,-8314.091,-4.8746794
2.772,1,1,,-22.60508,-8353.5507,-4.8751849
2.776,1,1,,-22.605422,-8390.9467,-4.874633
2.78,1,1,,-22.607428,-8426.2788,-4.8735291
2.784,1,1,,-22.607363,-8458.6337,-4.8753363
2.788,1,1,,-22.608906,-8488.6879,-4.8750871
2.792,1,1,,-22.610221,-8515.7081,-4.8744839
2.796,1,1,,-22.609401,-8538.8541,-4.8757899
2.8,1,1,,-22.61017,-8555.7461,-4.8736525
2.804,1,1,,-22.610143,-8565.9876,-4.8746693
2.808,1,1,,-22.610838,-8573.7079,-4.8748457
2.812,1,1,,-22.611708,-8583.0197,-4.8734355
2.816,1,1,,-22.611973,-8597.3069,-4.8742592
2.82,1,1,,-22.61377,-8611.9726,-4.874019
2.824,1,1,,-22.614247,-8628.6515,-4.8747063
2.828,1,1,,-22.614175,-8646.3749,-4.8752344
2.832,1,1,,-22.615034,-8665.8582,-4.8741531
2.836,1,1,,-22.61594,-8685.191,-4.8728496
2.84,1,1,,-22.616271,-8706.0899,-4.874841
2.844,1,1,,-22.616402,-8729.6262,-4.8741561
2.848,1,1,,-22.617796,-8758.2096,-4.8742825
2.852,1,1,,-22.619069,-8793.0292,-4.8740166
2.856,1,1,,-22.619018,-8829.084,-4.873904
2.86,1,1,,-22.621313,-8868.1743,-4.8738217
2.864,1,1,,-22.621209,-8909.5399,-4.875102
2.868,1,1,,-22.622612,-8949.7879,-4.8748523
2.872,1,1,,-22.625333,-8986.1378,-4.8730868
2.876,1,1,,-22.626195,-9023.7692,-4.8743933
2.88,1,1,,-22.626421,-9058.1596,-4.8752737
2.884,1,1,,-22.627271,-9088.5669,-4.8751366
2.888,1,1,,-22.627396,-9118.7507,-4.8752767
2.892,1,1,,-22.629822,-9145.0885,-4.8741829
2.896,1,1,,-22.630677,-9167.47,-4.8745495
2.9,1,1,,-22.630239,-9187.9815,-4.8734874
2.904,1,1,,-22.631452,-9202.9214,-4.8749477
2.908,1,1,,-22.630808,-9218.1653,-4.8752528
2.912,1,1,,-22.631643,-9230.3023,-4.8732668
2.916,1,1,,-22.633383,-9242.4735,-4.8744875
2.92,1,1,,-22.632587,-9257.4775,-4.8743653
2.924,1,1,,-22.633574,-9274.1385,-4.8752153
2.928,1,1,,-22.634074,-9290.7816,-4.8748142
2.932,1,1,,-22.63276,-9306.6499,-4.8736727
2.936,1,1,,-22.634378,-9328.0166,-4.874301
2.94,1,1,,-22.63543,-9353.7599,-4.8748046
2.944,1,1,,-22.63662,-9383.3983,-4.8749715
2.948,1,1,,-22.637594,-9419.4338,-4.8756963
2.952,1,1,,-22.638816,-9454.2116,-4.8735684
2.956,1,1,,-22.640005,-9490.1904,-4.8741311
2.96,1,1,,-22.640223,-9523.3813,-4.8745698
2.964,1,1,,-22.642339,-9554.86,-4.8749977
2.968,1,1,,-22.643185,-9588.0657,-4.8754954
2.972,1,1,,-22.643641,-9618.8501,-4.8743576
2.976,1,1,,-22.644902,-9648.4125,-4.8748678
2.98,1,1,,-22.645739,-9676.3149,-4.8735732
2.984,1,1,,-22.646615,-9703.9342,-4.8739994
2.988,1,1,,-22.647193,-9730.5819,-4.8738998
2.992,1,1,,-22.646836,-9757.3772,-4.8736119
2.996,1,1,,-22.647089,-9784.0652,-4.8754972
3.,1,1,,-22.649891,-9805.8745,-4.8738939
3.004,1,1,,-22.648973,-9827.6347,-4.8746258
3.008,1,1,,-22.65082,-9851.4155,-4.8731512
3.012,1,1,,-22.651348,-9868.1808,-4.8733652
3.016,1,1,,-22.649741,-9880.9138,-4.8761058
3.02,1,1,,-22.652027,-9895.5631,-4.8748332
3.024,1,1,,-22.653437,-9911.19,-4.8745257
3.028,1,1,,-22.653553,-9928.9253,-4.873873
3.032,1,1,,-22.653422,-9948.4265,-4.8752618
3.036,1,1,,-22.653777,-9965.5911,-4.8741806
3.04,1,1,,-22.655648,-9987.3438,-4.8744291
3.044,1,1,,-22.655467,-10012.053,-4.8744971
3.048,1,1,,-22.657016,-10037.015,-4.874993
3.052,1,1,,-22.656429,-10066.319,-4.8739904
3.056,1,1,,-22.657365,-10105.807,-4.8739207
3.06,1,1,,-22.660241,-10146.52,-4.8735219
3.064,1,1,,-22.660911,-10183.223,-4.8743111
3.068,1,1,,-22.662363,-10218.757,-4.8743999
3.072,1,1,,-22.662795,-10252.446,-4.8754573
3.076,1,1,,-22.662971,-10284.503,-4.8758185
3.08,1,1,,-22.664908,-10313.329,-4.8744792
3.084,1,1,,-22.66604,-10339.285,-4.8745865
3.088,1,1,,-22.665641,-10364.485,-4.8746443
3.092,1,1,,-22.666136,-10388.233,-4.8736459
3.096,1,1,,-22.667763,-10409.616,-4.8738551
3.1,1,1,,-22.668144,-10426.506,-4.8741746
3.104,1,1,,-22.668585,-10441.037,-4.8746771
3.108,1,1,,-22.669679,-10458.906,-4.8747283
3.112,1,1,,-22.669602,-10472.938,-4.8750961
3.116,1,1,,-22.669718,-10485.819,-4.8756158
3.12,1,1,,-22.66995,-10497.223,-4.8750895
3.124,1,1,,-22.669885,-10512.109,-4.8745996
3.128,1,1,,-22.670275,-10527.869,-4.8745096
3.132,1,1,,-22.671438,-10547.432,-4.8746884
3.136,1,1,,-22.672522,-10572.088,-4.8745471
3.14,1,1,,-22.673455,-10596.673,-4.8742747
3.144,1,1,,-22.674755,-10623.661,-4.8737633
3.148,1,1,,-22.674066,-10655.086,-4.8732394
3.152,1,1,,-22.676635,-10686.201,-4.8743111
3.156,1,1,,-22.67856,-10715.453,-4.8736137
3.16,1,1,,-22.677076,-10745.275,-4.8756492
3.164,1,1,,-22.679329,-10773.909,-4.8736221
3.168,1,1,,-22.679383,-10802.993,-4.8741198
3.172,1,1,,-22.681034,-10834.554,-4.8730713
3.176,1,1,,-22.682453,-10864.468,-4.8751944
3.18,1,1,,-22.682351,-10890.315,-4.8730999
3.184,1,1,,-22.684115,-10920.131,-4.8749626
3.188,1,1,,-22.684664,-10946.678,-4.8743725
3.192,1,1,,-22.68523,-10967.895,-4.8755872
3.196,1,1,,-22.686506,-10986.911,-4.8753512
3.2,1,1,,-22.686008,-11003.426,-4.8748392
3.204,1,1,,-22.686494,-11013.937,-4.8745966
3.208,1,1,,-22.687665,-11028.542,-4.8747993
3.212,1,1,,-22.687501,-11043.054,-4.8756945
3.216,1,1,,-22.688374,-11058.25,-4.8752826
3.22,1,1,,-22.688097,-11073.093,-4.8733652
3.224,1,1,,-22.689507,-11087.374,-4.8743886
3.228,1,1,,-22.688669,-11103.639,-4.8732764
3.232,1,1,,-22.690076,-11122.887,-4.8755175
3.236,1,1,,-22.690761,-11146.51,-4.8728353
3.24,1,1,,-22.691903,-11175.498,-4.8742527
3.244,1,1,,-22.693599,-11212.485,-4.8749626
3.248,1,1,,-22.69404,-11249.824,-4.8746204
3.252,1,1,,-22.694084,-11285.029,-4.8744363
3.256,1,1,,-22.696108,-11319.159,-4.8742318
3.26,1,1,,-22.696913,-11353.247,-4.8737168
3.264,1,1,,-22.698051,-11386.321,-4.8745674
3.268,1,1,,-22.69859,-11418.365,-4.8741972
3.272,1,1,,-22.700078,-11448.438,-4.8741198
3.276,1,1,,-22.70155,-11478.759,-4.8742884
3.28,1,1,,-22.701732,-11509.424,-4.8732066
3.284,1,1,,-22.701499,-11538.863,-4.8747152
3.288,1,1,,-22.703773,-11568.536,-4.8742598
3.292,1,1,,-22.704482,-11596.438,-4.8754436
3.296,1,1,,-22.703684,-11621.693,-4.8751915
3.3,1,1,,-22.705192,-11645.21,-4.8758167
3.304,1,1,,-22.706834,-11666.512,-4.875797
3.308,1,1,,-22.707165,-11687.326,-4.8746312
3.312,1,1,,-22.707028,-11705.537,-4.8732144
3.316,1,1,,-22.708243,-11724.932,-4.8752636
3.32,1,1,,-22.708676,-11740.413,-4.8749548
3.324,1,1,,-22.708813,-11758.304,-4.8752469
3.328,1,1,,-22.710058,-11778.377,-4.8752517
3.332,1,1,,-22.710547,-11803.097,-4.8733526
3.336,1,1,,-22.709883,-11828.753,-4.8752236
3.34,1,1,,-22.711265,-11853.327,-4.8743999
3.344,1,1,,-22.712648,-11885.047,-4.8751414
3.348,1,1,,-22.713751,-11920.53,-4.8730958
3.352,1,1,,-22.713983,-11956.722,-4.8741198
3.356,1,1,,-22.715473,-11989.439,-4.8749828
3.36,1,1,,-22.716102,-12021.588,-4.8743653
3.364,1,1,,-22.717205,-12054.147,-4.8753113
3.368,1,1,,-22.718025,-12086.685,-4.8744613
3.372,1,1,,-22.718558,-12118.81,-4.8746216
3.376,1,1,,-22.719404,-12151.636,-4.8755574
3.38,1,1,,-22.721252,-12184.3,-4.8742431
3.384,1,1,,-22.722245,-12213.744,-4.8745745
3.388,1,1,,-22.722867,-12242.492,-4.8728865
3.392,1,1,,-22.723332,-12267.327,-4.8734361
3.396,1,1,,-22.72431,-12289.847,-4.874835
3.4,1,1,,-22.724021,-12310.517,-4.8754221
3.404,1,1,,-22.726164,-12328.625,-4.8740453
3.408,1,1,,-22.725734,-12345.205,-4.8743886
3.412,1,1,,-22.725481,-12359.12,-4.8749715
3.416,1,1,,-22.726834,-12374.303,-4.8737013
3.42,1,1,,-22.726682,-12388.73,-4.8739082
3.424,1,1,,-22.728482,-12402.445,-4.8744553
3.428,1,1,,-22.728107,-12420.982,-4.8750621
3.432,1,1,,-22.728163,-12440.291,-4.8743975
3.436,1,1,,-22.730211,-12461.004,-4.8732096
3.44,1,1,,-22.730524,-12483.332,-4.8739958
3.444,1,1,,-22.731513,-12507.764,-4.8756069
3.448,1,1,,-22.731635,-12538.642,-4.874177
3.452,1,1,,-22.73258,-12575.516,-4.8736352
3.456,1,1,,-22.73362,-12618.126,-4.8739558
3.46,1,1,,-22.73539,-12665.677,-4.8750114
3.464,1,1,,-22.736922,-12717.625,-4.8738891
3.468,1,1,,-22.738204,-12768.513,-4.874531
3.472,1,1,,-22.738216,-12813.869,-4.8755938
3.476,1,1,,-22.739515,-12858.355,-4.8754215
3.48,1,1,,-22.741083,-12899.598,-4.8753369
3.484,1,1,,-22.742677,-12938.207,-4.8746425
3.488,1,1,,-22.744075,-12978.804,-4.8756582
3.492,1,1,,-22.744516,-13023.339,-4.8744935
3.496,1,1,,-22.746203,-13069.738,-4.8730624
3.5,1,1,,-22.746364,-13114.896,-4.8744327
3.504,1,1,,-22.74794,-13153.929,-4.8747724
3.508,1,1,,-22.749481,-13198.124,-4.8746932
3.512,1,1,,-22.751031,-13264.938,-4.8744035
3.516,1,1,,-22.753775,-13340.898,-4.8743999
3.52,1,1,,-22.753886,-13410.81,-4.874115
3.524,1,1,,-22.756332,-13475.394,-4.8745447
3.528,1,1,,-22.757411,-13535.936,-4.8751837
3.532,1,1,,-22.758949,-13588.756,-4.8745656
3.536,1,1,,-22.759947,-13629.548,-4.8744649
3.54,1,1,,-22.760314,-13672.005,-4.8754567
3.544,1,1,,-22.761682,-13717.097,-4.8745346
3.548,1,1,,-22.763533,-13757.898,-4.8749089
3.552,1,1,,-22.763998,-13800.304,-4.8751229
3.556,1,1,,-22.765965,-13839.282,-4.8734528
3.56,1,1,,-22.766149,-13878.317,-4.8748702
3.564,1,1,,-22.766969,-13915.674,-4.8743248
3.568,1,1,,-22.768161,-13954.104,-4.8749977
3.572,1,1,,-22.769031,-13991.988,-4.8751062
3.576,1,1,,-22.769669,-14026.786,-4.8741037
3.58,1,1,,-22.77062,-14058.888,-4.8750103
3.584,1,1,,-22.770861,-14091.866,-4.8750675
3.588,1,1,,-22.772289,-14124.456,-4.8742527
3.592,1,1,,-22.773752,-14154.184,-4.8738503
3.596,1,1,,-22.774768,-14181.627,-4.8739958
3.6,1,1,,-22.773153,-14202.486,-4.8752427
3.604,1,1,,-22.774038,-14220.361,-4.8738545
3.608,1,1,,-22.776243,-14237.297,-4.8738331
3.612,1,1,,-22.775704,-14253.618,-4.8731744
3.616,1,1,,-22.77689,-14269.301,-4.8740774
3.62,1,1,,-22.777188,-14285.354,-4.8740339
3.624,1,1,,-22.778219,-14302.72,-4.8748076
3.628,1,1,,-22.776968,-14320.727,-4.8741513
3.632,1,1,,-22.778946,-14338.87,-4.8753732
3.636,1,1,,-22.778625,-14359.143,-4.874264
3.64,1,1,,-22.779736,-14382.088,-4.874981
3.644,1,1,,-22.781483,-14409.152,-4.8734349
3.648,1,1,,-22.781453,-14438.941,-4.8733801
3.652,1,1,,-22.782252,-14468.257,-4.8736775
3.656,1,1,,-22.782788,-14497.384,-4.8742938
3.66,1,1,,-22.783882,-14526.141,-4.8758596
3.664,1,1,,-22.784883,-14557.99,-4.874177
3.668,1,1,,-22.785685,-14587.444,-4.8748213
3.672,1,1,,-22.786239,-14615.43,-4.8737895
3.676,1,1,,-22.786185,-14644.194,-4.8747379
3.68,1,1,,-22.788227,-14675.529,-4.8753428
3.684,1,1,,-22.788194,-14706.823,-4.8748773
3.688,1,1,,-22.788084,-14738.496,-4.8740786
3.692,1,1,,-22.789157,-14767.493,-4.8738128
3.696,1,1,,-22.79087,-14797.258,-4.8748803
3.7,1,1,,-22.790942,-14828.001,-4.8737216
3.704,1,1,,-22.792337,-14855.106,-4.8737818
3.708,1,1,,-22.793362,-14883.421,-4.8744726
3.712,1,1,,-22.792691,-14909.129,-4.8745149
3.716,1,1,,-22.793669,-14932.957,-4.8739016
3.72,1,1,,-22.794211,-14955.777,-4.8737454
3.724,1,1,,-22.795073,-14981.455,-4.8735762
3.728,1,1,,-22.795564,-15007.398,-4.8749924
3.732,1,1,,-22.796265,-15034.536,-4.8746222
3.736,1,1,,-22.796023,-15061.559,-4.8746097
3.74,1,1,,-22.797513,-15090.65,-4.875313
3.744,1,1,,-22.798938,-15121.226,-4.8741013
3.748,1,1,,-22.800577,-15155.977,-4.8742121
3.752,1,1,,-22.800577,-15194.121,-4.8752916
3.756,1,1,,-22.801155,-15235.409,-4.8751009
3.76,1,1,,-22.802142,-15273.286,-4.8736858
3.764,1,1,,-22.804118,-15310.416,-4.8751032
3.768,1,1,,-22.803951,-15345.57,-4.8735183
3.772,1,1,,-22.804284,-15379.415,-4.8749042
3.776,1,1,,-22.805187,-15416.832,-4.8733813
3.78,1,1,,-22.806204,-15455.081,-4.8744923
3.784,1,1,,-22.807563,-15494.376,-4.8737133
3.788,1,1,,-22.809509,-15532.711,-4.8736244
3.792,1,1,,-22.808647,-15570.968,-4.873333
3.796,1,1,,-22.811365,-15603.83,-4.8739958
3.8,1,1,,-22.811744,-15635.508,-4.8741561
3.804,1,1,,-22.811845,-15663.137,-4.8745728
3.808,1,1,,-22.813619,-15688.059,-4.8745966
3.812,1,1,,-22.814054,-15709.947,-4.87468
3.816,1,1,,-22.813666,-15733.144,-4.8737532
